#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.163712E-03   0.372942E+06   0.372940E+06   0.496298E+06   0.496225E+06   0.377160E+06   0.373128E+06   0.372942E+06   0.378467E+06  -0.602658E+00   0.371785E+06   0.371784E+06   0.393169E+01
   0.169262E-03   0.372940E+06   0.372938E+06   0.496229E+06   0.496151E+06   0.377147E+06   0.373126E+06   0.372940E+06   0.378464E+06  -0.602652E+00   0.371782E+06   0.371782E+06   0.406496E+01
   0.175001E-03   0.372938E+06   0.372936E+06   0.496156E+06   0.496072E+06   0.377133E+06   0.373123E+06   0.372938E+06   0.378460E+06  -0.602646E+00   0.371780E+06   0.371780E+06   0.420273E+01
   0.180934E-03   0.372936E+06   0.372933E+06   0.496077E+06   0.495988E+06   0.377118E+06   0.373120E+06   0.372935E+06   0.378456E+06  -0.602640E+00   0.371778E+06   0.371777E+06   0.434518E+01
   0.187069E-03   0.372933E+06   0.372930E+06   0.495993E+06   0.495898E+06   0.377103E+06   0.373117E+06   0.372933E+06   0.378452E+06  -0.602633E+00   0.371775E+06   0.371774E+06   0.449244E+01
   0.193411E-03   0.372931E+06   0.372927E+06   0.495903E+06   0.495802E+06   0.377086E+06   0.373114E+06   0.372930E+06   0.378448E+06  -0.602626E+00   0.371772E+06   0.371771E+06   0.464470E+01
   0.199969E-03   0.372928E+06   0.372924E+06   0.495807E+06   0.495699E+06   0.377068E+06   0.373110E+06   0.372927E+06   0.378444E+06  -0.602618E+00   0.371769E+06   0.371768E+06   0.480211E+01
   0.206749E-03   0.372925E+06   0.372921E+06   0.495705E+06   0.495589E+06   0.377049E+06   0.373106E+06   0.372924E+06   0.378439E+06  -0.602610E+00   0.371765E+06   0.371764E+06   0.496485E+01
   0.213759E-03   0.372921E+06   0.372917E+06   0.495595E+06   0.495471E+06   0.377028E+06   0.373102E+06   0.372921E+06   0.378433E+06  -0.602601E+00   0.371762E+06   0.371761E+06   0.513310E+01
   0.221006E-03   0.372918E+06   0.372914E+06   0.495478E+06   0.495345E+06   0.377006E+06   0.373098E+06   0.372917E+06   0.378428E+06  -0.602592E+00   0.371758E+06   0.371757E+06   0.530705E+01
   0.228499E-03   0.372914E+06   0.372910E+06   0.495353E+06   0.495211E+06   0.376983E+06   0.373093E+06   0.372913E+06   0.378422E+06  -0.602582E+00   0.371754E+06   0.371753E+06   0.548688E+01
   0.236247E-03   0.372910E+06   0.372905E+06   0.495219E+06   0.495068E+06   0.376958E+06   0.373088E+06   0.372909E+06   0.378415E+06  -0.602571E+00   0.371749E+06   0.371748E+06   0.567281E+01
