#    L    TT             EE             BB             TE             PP             TP             EP          
   212    0.57424E+04    0.87421E+00    0.00000E+00    0.15916E+02    0.46958E-07    0.13661E-03   -0.72597E-07
   213    0.57417E+04    0.90087E+00    0.00000E+00    0.17607E+02    0.46697E-07    0.13556E-03   -0.56033E-07
   214    0.57403E+04    0.92922E+00    0.00000E+00    0.19309E+02    0.46438E-07    0.13451E-03   -0.39412E-07
   215    0.57381E+04    0.95943E+00    0.00000E+00    0.21021E+02    0.46181E-07    0.13347E-03   -0.22737E-07
   216    0.57352E+04    0.99131E+00    0.00000E+00    0.22742E+02    0.45926E-07    0.13244E-03   -0.60156E-08
   217    0.57317E+04    0.10250E+01    0.00000E+00    0.24472E+02    0.45673E-07    0.13142E-03    0.10747E-07
   218    0.57275E+04    0.10606E+01    0.00000E+00    0.26210E+02    0.45423E-07    0.13041E-03    0.27545E-07
   219    0.57225E+04    0.10980E+01    0.00000E+00    0.27957E+02    0.45175E-07    0.12940E-03    0.44374E-07
   220    0.57169E+04    0.11373E+01    0.00000E+00    0.29708E+02    0.44929E-07    0.12840E-03    0.61227E-07
   221    0.57106E+04    0.11785E+01    0.00000E+00    0.31465E+02    0.44685E-07    0.12741E-03    0.78098E-07
   222    0.57037E+04    0.12218E+01    0.00000E+00    0.33226E+02    0.44443E-07    0.12643E-03    0.94983E-07
   223    0.56959E+04    0.12670E+01    0.00000E+00    0.34993E+02    0.44203E-07    0.12545E-03    0.11187E-06
   224    0.56877E+04    0.13142E+01    0.00000E+00    0.36761E+02    0.43965E-07    0.12448E-03    0.12877E-06
   225    0.56786E+04    0.13634E+01    0.00000E+00    0.38533E+02    0.43730E-07    0.12352E-03    0.14566E-06
   226    0.56690E+04    0.14148E+01    0.00000E+00    0.40305E+02    0.43496E-07    0.12256E-03    0.16254E-06
   227    0.56586E+04    0.14682E+01    0.00000E+00    0.42078E+02    0.43264E-07    0.12162E-03    0.17940E-06
   228    0.56476E+04    0.15237E+01    0.00000E+00    0.43851E+02    0.43034E-07    0.12067E-03    0.19625E-06
   229    0.56360E+04    0.15814E+01    0.00000E+00    0.45622E+02    0.42806E-07    0.11974E-03    0.21307E-06
